year,from_country_id,to_country_id,total_points,tele_points,jury_points,norm_points,voting_regime,pair_id,numeric_id,contig,comlang_off,comlang_ethno,colony,comcol,curcol,col45,smctry,distw,former_soviet_from_country,former_yugoslav_from_country,scandinavian_from_country,balkan_from_country,former_soviet_to_country,former_yugoslav_to_country,scandinavian_to_country,balkan_to_country,former_soviet,former_yugoslav,scandinavian,balkan,eu_membership,from_gdp_usd,from_gdp_pc_usd,from_log_gdp_usd,from_log_gdp_pc_usd,to_gdp_usd,to_gdp_pc_usd,to_log_gdp_usd,to_log_gdp_pc_usd,gdp_similarity,migrant_stock,migration_source,voting_country_population,migration_intensity,trade_bilateral,trade_openness,log_trade_openness,log_trade_bilateral
1958,AUT,DNK,0,,,0.0,10.0,AUT-DNK,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.4196,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,missing,,,,,,
1958,AUT,NLD,0,,,0.0,10.0,AUT-NLD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.5513,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,missing,,,,,,
1958,AUT,LUX,0,,,0.0,10.0,AUT-LUX,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,701.9164,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,missing,,,,,,
1958,BEL,FRA,1,,,0.1,10.0,BEL-FRA,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,526.3351,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,missing,,,,,,
1958,BEL,CHE,2,,,0.2,10.0,BEL-CHE,16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,503.0689,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,missing,,,,,,
1958,BEL,ITA,4,,,0.4,10.0,BEL-ITA,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.702,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,missing,,,,,,
1958,BEL,SWE,1,,,0.1,10.0,BEL-SWE,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151.5,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,missing,,,,,,
1958,BEL,AUT,1,,,0.1,10.0,BEL-AUT,17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,858.1682,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,missing,,,,,,
1958,BEL,DEU,1,,,0.1,10.0,BEL-DEU,13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,423.3463,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,missing,,,,,,
1958,BEL,DNK,0,,,0.0,10.0,BEL-DNK,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.7531,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,missing,,,,,,
